Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Without You","Oh Wonder","Chill Hits","Favorite Songs","Favorite","GB9L31400025","00YUf4Iy5yjIXoRKwG1zS1"
"breathin","Ariana Grande","Sweetener","Favorite Songs","Favorite","USUM71808582","4OafepJy2teCjYJbvFE60J"
"Vienna (In Memoriam)","The Army, The Navy","Vienna (In Memoriam)","Favorite Songs","Favorite","QZS7J2300770","59rA0CoiqecVIESOKPV2PX"
"Tears/Lipgloss - Remix","Bentley Sandstrom","Tears/Lipgloss (Remix)","Favorite Songs","Favorite","QT3EZ2541402","0a2lFJ8SCXoa90A5akyJ81"
"Frou-frou Foxes in Midsummer Fires","Cocteau Twins","Heaven or Las Vegas","Favorite Songs","Favorite","GBAFL9000068","6i18oi8cbvlv9Y2QVBSzkB"
"Stockholmsvy","Hannes","Stockholmsvy","Favorite Songs","Favorite","QM4TX2262263","3BeaiIXko9QV8689eWB6yd"
"The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix","Lil Uzi Vert","The Way Life Goes (feat. Nicki Minaj & Oh Wonder) [Remix]","Favorite Songs","Favorite","USAT21704701","6GNifiuBPrKFpwNBYnooFm"
"Somethin' Stupid","Frank Sinatra","The World We Knew","Favorite Songs","Favorite","USRH10800988","4feXcsElKIVsGwkbnTHAfV"
"Ona By Tak Chciała","Ronnie Ferrari","Ona By Tak Chciała","Favorite Songs","Favorite","QZFZ31997117","4ocfGuRDytBDjTeJLDIDjL"
"Сладко","SEREBRO","11","Favorite Songs","Favorite","RUA1D1714496","3runnm7eT71GCu8AwyeMtB"
"Dark And Long - Dark Train","Underworld","1992 - 2012","Favorite Songs","Favorite","GBBLK9800027","5u67VJ8GAhnkFA1FolVhD0"
"Loose Cannon","Puzzle","X Hail","Favorite Songs","Favorite","QZHNC2095350","1FxmJ9hQ0nVrOI19SChpi8"
"On My Mind","Ellie Goulding","Delirium (Deluxe)","Favorite Songs","Favorite","GBUM71505456","2RucNy57LBzhxRKQrOArqZ"
"Don’t Matter To Me (with Michael Jackson)","Drake","Scorpion","Favorite Songs","Favorite","USCM51800208","6G8kHiVZ1jW7vHMPVRNZU0"
"Don’t Worry I’ll Make You Worry","Sabrina Carpenter","Man’s Best Friend","Favorite Songs","Favorite","USUM72504448","21IVPfi81m6ywNgOvqTj1i"
"Heaven or Las Vegas","Cocteau Twins","Heaven or Las Vegas","Favorite Songs","Favorite","GBAFL9000039","0AxZUYeQ9bZwSdt1LmZuok"
"Stop Crying Your Heart Out","Oasis","Stop Crying Your Heart Out","Favorite Songs","Favorite","GBBQY0202057","1zZapyjf8cXXBT62r1lrKY"
"Born To Die","Lana Del Rey","Born To Die - The Paradise Edition","Favorite Songs","Favorite","GBUM71111120","4Ouhoi2lAhrLJKFzUqEzwl"
"Shooting star","Audrey Hobert","Who's the Clown?","Favorite Songs","Favorite","USRC12500630","4qUMw89VHpcD7bHsMNSmOE"
"XOXO","Feng","XOXO","Favorite Songs","Favorite","QT3EX2580250","3zLftVi7kGDbF05vWoDPh4"
"Under Your Spell","Snow Strippers","Under Your Spell / Don't You Feel","Favorite Songs","Favorite","QM4TX2342919","2mj2HiJ3kJQ4mdCik25ea1"
"Under Your Spell","Snow Strippers","April Mixtape 3","Favorite Songs","Favorite","QM4TX2342919","3iRoXGFrF8O0jTul6LAmus"
"Easter Pink","fakemink","Easter Pink","Favorite Songs","Favorite","QZFZ42579386","6RM6SBmaiv1ouUxh9nmQLj"
"Mimosa 2000","Furacão 2000","Mimosa 2000","Favorite Songs","Favorite","US7VG1464193","0QhXGm9T7OAyWtDfQhVGeG"
"G.O.A.T.","Eric Bellinger","Eric B for President: Term 1","Favorite Songs","Favorite","USUYG1110322","0hUepWE4GoMwtKgU8vE617"
"Phantom","EsDeeKid","Rebel","Favorite Songs","Favorite","QZHN32557300","57Z6TJCTMACXxdrcwZ3Zvf"
"Sad Song - Mauldeth Road West Demo, Nov '92","Oasis","Sad Song (Mauldeth Road West Demo, Nov '92)","Favorite Songs","Favorite","GBQCP2400029","52T65lyjsgArtoojwttcvU"
"ENDO SMOKE","SHADOWSTAR","ENDO SMOKE","Favorite Songs","Favorite","QZFZ22221383","47xtlcPsIgNwmhMtSDN3IX"
"Princess","Feng","Princess","Favorite Songs","Favorite","QZK6J2550885","5IBgHRJfCoxwIlalQZsW08"
"Walk in the park","Feng","Walk in the park","Favorite Songs","Favorite","QZWFH2494257","2vk4jSuHrVuvmFjrlz5yJ5"
"Fever","Buckshot","Fever","Favorite Songs","Favorite","QZZ792530204","09xhawlPUifhftf8zuie7w"
"So Far So Fake","Pierce The Veil","The Jaws Of Life (Extended Version)","Favorite Songs","Favorite","US5262224930","1zGeqaKgbSazU15ZyQDsah"
"Hela huset","Veronica Maggio","Handen i fickan fast jag bryr mig","Favorite Songs","Favorite","SEUM71301689","71CFZjdSm2WSh5S6TPd69A"
"Awake Sands","Pashech","Sleepy Sand","Favorite Songs","Favorite","AEA0Q1862798","7GPVVBNsKtghi1vVreXhhB"
"Half The World Away","Oasis","The Masterplan","Favorite Songs","Favorite","GBAAW9400253","14jz7rVR3zpczqFhpXe08T"
"Pretty Green Eyes (Sunset Ibiza Mix)","KETTAMA","Pretty Green Eyes (Sunset Ibiza Mix)","Favorite Songs","Favorite","CBEFB2400006","6iGMRy5RDMiAdTpuMB5gAm"
"Rinsed","Dean Blunt","Rinsed","Favorite Songs","Favorite","UKQNV2300026","7HXkG71tnUPgjeMEP9688d"
"MONTAGEM GRITOS TALENTO - SUPER SLOWED","prodbydxm","MONTAGEM GRITOS TALENTO","Favorite Songs","Favorite","GXBNP2566165","39ZPS9XuTW70RSzuQ0MOOg"
"Girl Like Me","PinkPantheress","Fancy That","Favorite Songs","Favorite","GBAYE2500031","7aYGCP34Xo6XujY7Ix1DxB"
"Bleed","Dead Calm","Accept","Favorite Songs","Favorite","GX4R52323069","6yR4gnNVG4RZQjmouHNmb2"
"WEATHER CHANNEL","DaDood","East Groove St. II","Favorite Songs","Favorite","QZPJ32427775","32VcFfFDkzhZlK3nEFFrnq"
"Superstar (feat. Matthew Santos)","Lupe Fiasco","R&B","Favorite Songs","Favorite","USAT20704985","1ECQbjYpJVztFaKHcGBF3M"
"ORANGE SODA","Baby Keem","DIE FOR MY BITCH","Favorite Songs","Favorite","QM6N21900076","5FkoSXiJPKTNyYgALRJFhD"
"The Boys","Nicki Minaj","Pink Friday: Roman Reloaded The Re-Up (Explicit Version)","Favorite Songs","Favorite","USCM51200686","1I9yF0q9snr3VYVfqIVWt1"
"Пальмира","Luna","Транс","Favorite Songs","Favorite","QM7281993023","1ucsBUEWBNEObyW4KBlsfo"
"исповедь","ooes","мои (твои) тёмные желания","Favorite Songs","Favorite","FRX202162385","7DA3uEmjibeJOnPxEMNshL"
"Я птица","Asenssia","Атмосфера","Favorite Songs","Favorite","FRX452059700","6mEzft2UkwfLk34usSZ88J"
"Огонёк","Luna","Остров свободы","Favorite Songs","Favorite","FRX201740970","2vistpPwRP0OjF6zQx9dBE"
"Headlines","Drake","Take Care (Deluxe)","Favorite Songs","Favorite","USCM51100290","6LxSe8YmdPxy095Ux6znaQ"
"pretty isn’t pretty","Olivia Rodrigo","歐美慢歌精選","Favorite Songs","Favorite","USUG12305002","4goXGoQXPdEz1ghfmyy8nW"
"Times Like These","Addison Rae","Addison","Favorite Songs","Favorite","USSM12501573","01fzY6YKwKQ3LxCpIP6buB"
"Poke It Out (with Nicki Minaj)","Playboi Carti","Die Lit","Favorite Songs","Favorite","USUM71804173","2rPSFKzGeqUWwfcCFVkkq3"
"Not You Too (feat. Chris Brown)","Drake","Dark Lane Demo Tapes","Favorite Songs","Favorite","USUG12001726","6GVZ7A3IWkPNuG5FdcRE7O"
"Hate Me","Ellie Goulding","Brightest Blue","Favorite Songs","Favorite","GBUM71902944","0E2Qubu1eHutL0atURNWMA"
"Another Night","Clara La San","Made Mistakes","Favorite Songs","Favorite","QM6MZ2439294","7bHzqeMnYZ7kuK7IHGYdcz"
"comeback","Smi.le","TEARS & DANCES","Favorite Songs","Favorite","QZRP42526268","6xtjIt7nYsedZqG9AvANNt"
"Wonderwall - Remastered","Oasis","Time Flies... 1994-2009 (Remastered)","Favorite Songs","Favorite","GBQCP1400109","0A6sqSxlqml1wjQLjuM4BH"
"Valet","DeeOrSlim","Valet","Favorite Songs","Favorite","QMDA72543028","246MSbcmuI8gaJtmb77K7C"
"Lipgloss x Tears","itzice","Lipgloss x Tears","Favorite Songs","Favorite","QZZ792590574","4RbQzU2TSM5wQNe8in0Gl8"
"Blow Me","fakemink","Wild One","Favorite Songs","Favorite","QZK6L2414700","77q9G0H5wnXlT9OWm1QXTc"
"Пачка сигарет","Kino","Легенда","Favorite Songs","Favorite","RUB421401328","4G8EwrRqjrD9OS1b5FpPvK"
"wgft (feat. Burna Boy)","Gunna","The Last Wun","Favorite Songs","Favorite","USAT22505886","3dwhsbdb2ZlzLYEcFJ9n9H"
"Been Away","Brent Faiyaz","Fuck The World","Favorite Songs","Favorite","QM24S1926721","5PvVkf1Yuq3XyMqqjPiKPd"
"Rich Baby Daddy (feat. Sexyy Red & SZA)","Drake","For All The Dogs","Favorite Songs","Favorite","USUG12306085","1yeB8MUNeLo9Ek1UEpsyz6"
"Byter kanal","Kasino","Byter kanal","Favorite Songs","Favorite","SEYOK2038717","3WscupdwsNo0wEgPe6IVMd"
"News","Clara La San","News","Favorite Songs","Favorite","QMFME2515855","3W5gASBQIeEyhkVLNpuK6n"
"Rehab (Winter In Paris)","Brent Faiyaz","Fuck The World","Favorite Songs","Favorite","QM24S1923514","0zWbYGQq5O1KQd0iqzgjP6"
"Rehab (Winter In Paris)","Brent Faiyaz","Rehab (Winter In Paris)","Favorite Songs","Favorite","QM24S1923514","1JfuiYsW1T5Qe4bPO4DUYy"
"Hate Sleeping Alone","Shawn Dough","Hate Sleeping Alone","Favorite Songs","Favorite","QZNWX2555451","1U9wjO35swgyBXPUBroGWN"
"Love All","50jittsteppa","Florida Nights","Favorite Songs","Favorite","QZNWW2389222","6gCXGbvIEu1QxkPoxyHnGw"
"Forever Yours","Brent Faiyaz","Larger Than Life","Favorite Songs","Favorite","QZNMY2304783","2JqkpMe2eJToJNHEqkJeCu"
"24 Songs","void","24 Songs","Favorite Songs","Favorite","CA5KR2542686","4RVH1j0vcUDcbKCsJXMl64"
"Real Life","ear","The Most Dear and The Future","Favorite Songs","Favorite","USZ4V2500303","1Dcfp94Bmjnih9IYD6qV6K"
"One","Swedish House Mafia","One (Your Name)","Favorite Songs","Favorite","GBAAA1000093","45v72KSt2Ay4xKIeJRBD5p"
"Cheerleader - Felix Jaehn Remix Radio Edit","OMI","Sunny Days","Favorite Songs","Favorite","USQX91500448","5hTLfoNyMRm3zDIYeWqZwm"
"Boom Clap","Charli xcx","Con todo joven","Favorite Songs","Favorite","GBAHS1400160","00zsHm06WSZidcbfHJ7n81"
"Ain't No Mountain High Enough","Marvin Gaye","The Complete Collection","Favorite Songs","Favorite","USMO16700486","5twBGmJjyyFG2mbESobySf"
"Club Paradise","Drake","Care Package","Favorite Songs","Favorite","USUG11902754","6MR5IBSNfDmiwnrlQpVw4w"
"Do You Mind - Crazy Cousinz Remix","Paleface","Do You Mind (Crazy Cousins Remix)","Favorite Songs","Favorite","GBCEN0801630","5VnFXAOr6nLxbHuO3DjJBN"
"#icanteven (feat. French Montana)","The Neighbourhood","#000000 & #FFFFFF (No DJ Version)","Favorite Songs","Favorite","USSM11409509","0xSfELjbi6QwmprLDu4Nrx"
"Without You (feat. Usher)","David Guetta","Nothing but the Beat (Ultimate Edition)","Favorite Songs","Favorite","GB28K1100030","3UN6cIn3VIyg0z1LCuFSum"
"2 Blå","Roc Boyz","2 Blå","Favorite Songs","Favorite","US38Y2553656","68SXARy5L9fGZT0WOwfyx6"
"In This Darkness","Clara La San","In This Darkness","Favorite Songs","Favorite","QZFZ62368273","0bmVH05tjN9jVh3kB1TfpR"
"Kärlek","Ant Wan","The Only Wan (Deluxe)","Favorite Songs","Favorite","TCAGN2227626","1Sifod3DxO7JNbHXfOnLnD"
"Gift","Hov1","Hov1","Favorite Songs","Favorite","SEUM71700222","2NHAh9RwSCEwDo9jHeeQbp"
"Linger - SiriusXM Session","Royel Otis","Linger / Heading For The Door (Sirius XM Session)","Favorite Songs","Favorite","FRX872443806","2dono2Koz7DEvGwxUsmMLq"
"Let You Go","Clara La San","Let You Go","Favorite Songs","Favorite","QZDA42354452","6vwUnlOycgm21T6qKn8jxf"
"She Wolf","Shakira","Party Hits","Favorite Songs","Favorite","USSM10903570","3ZyJnB0SsijEoepOPjEewU"
"august","Taylor Swift","folklore","Favorite Songs","Favorite","USUG12002842","1X2cYhcDMfDtiRIYHZCpQu"
"If U Want My Heart (Ft. KLP)","KETTAMA","If U Want My Heart (Ft. KLP)","Favorite Songs","Favorite","CBEFB2500977","6xLcLWmWW2Kle7zacIIT5A"
"Candy - slowed + reverb","Doja Cat","Candy","Favorite Songs","Favorite","USRC12402544","1gJZ9KDs6ITqSrl2Jo9J2T"
"Who Said","Clara La San","Good Mourning","Favorite Songs","Favorite","QMDA72485660","62vwAuRxiRQ4EmoQZaqCHX"
"greedy","Tate McRae","greedy","Favorite Songs","Favorite","USRC12301932","1reEeZH9wNt4z1ePYLyC7p"
"Us","James Bay","Electric Light","Favorite Songs","Favorite","USUM71801102","16XiTUC2rQvb5lmtOm3FYY"
"Bitch I'm Madonna","Madonna","Rebel Heart (Deluxe)","Favorite Songs","Favorite","USUG11401961","2bZMOs3RjmhhGca6MEzjyl"
"Individual","A gURLs wURLd","A Gurls Wurld","Favorite Songs","Favorite","AUNC10809555","4XYGU3jhVaw7umURCC7lmL"
"Too Fast Freestyle","ZearBear","BearGang, Vol. 1","Favorite Songs","Favorite","QZDA52220594","3ykyeEIqmnPWHbnsulO0Sg"
"Beggin' On Your Knees (feat. Victoria Justice)","Victorious Cast","Victorious: Music From The Hit TV Show (feat. Victoria Justice)","Favorite Songs","Favorite","USSM11101305","116kG9vvdUtoprjYtToONt"
"kanske lika bra att vi lägger av när vi ligger bra","Olivia Lobato","kanske lika bra att vi lägger av när vi ligger bra","Favorite Songs","Favorite","SEUM72500353","3VtnMvL2Tpq56AmitlTFYh"
"Are You Bored Yet? (feat. Clairo)","Wallows","Scrawny / Are You Bored Yet?","Favorite Songs","Favorite","USAT21812258","2iyWlA4yxOs2hWN3x6fa8g"
"Titanium (feat. Sia)","David Guetta","Nothing but the Beat (Ultimate Edition)","Favorite Songs","Favorite","GB28K1100036","0TDLuuLlV54CkRRUOahJb4"
"Age Ain't Nothing But a Number","Aaliyah","Age Ain't Nothing But a Number EP","Favorite Songs","Favorite","USJI19400004","3pJTQBXx4iT71L0iLaZhTT"
"Mad Riches","Sonder","Too Late To Die Young","Favorite Songs","Favorite","QZLBC2200776","0vA6Nhloi5UX2jmqX5Tvk9"
"Ms. Jackson - Radio Mix","Outkast","Coffeehouse Classics Vol. 1","Favorite Songs","Favorite","USLF20000517","08QhDcuGSOapmhHwVtAcUD"
"Sleepyhead","Passion Pit","Manners","Favorite Songs","Favorite","USSM10901014","4prEPl61C8qZpeo3IkYSMl"
"Limerence x Bounce out","mikeeysmind","Limerence x Bounce out","Favorite Songs","Favorite","QZHN62562918","2y57pNvUsBd05usWgpRfzZ"
"The way it was","Vienna I","The way it was","Favorite Songs","Favorite","FRX762592562","0SmrYKYamU1fajgSJggHUO"
"draco (Slowed + Reverb)","phasewave","draco (Remixes)","Favorite Songs","Favorite","USANG2258908","3NId7KApnLYZ77lgYTd48L"
"Generous","maxonXO","Generous","Favorite Songs","Favorite","NL5UZ2504331","4Qui1Vbo6tw8fleclvY5fx"
"draco","phasewave","draco","Favorite Songs","Favorite","USANG2258828","6Wv4zi5K5YySRjLObgnDXY"
"Pulsewidth","Aphex Twin","Selected Ambient Works 85-92","Favorite Songs","Favorite","BEZ350800024","643gyipSU7dkmrFhJ8UAIm"
"Everything Is Embarrassing","Sky Ferreira","Night Time, My Time","Favorite Songs","Favorite","USCA21202535","7j3nbSiaWphYU2cFgyQXd9"
"The Complete Knock","Blood Orange","Coastal Grooves","Favorite Songs","Favorite","GBCEL1100249","5Dqfw7Qiz6spw2xcl3rfkt"
"Sonnentanz - Sun Don't Shine (Sped-Up)","Klangkarussell","Sonnentanz [Sun Don't Shine (ELIASDASS Remix / Sped-Up)]","Favorite Songs","Favorite","DEUM72301239","3t4W6Ef3w6ae0ZNMStXiIV"
"Paper Soldier (feat. Joony)","Brent Faiyaz","Paper Soldier (feat. Joony)","Favorite Songs","Favorite","QZNMZ2384416","0ReoK9isNvJmI7nV2iJcNR"
"Sienna","The Marías","Submarine","Favorite Songs","Favorite","USAT22400849","0InIeZW4P6VO7dUGRM4AKH"
"Resonance x Genesis x Not allowed - Slowed","mikeeysmind","Resonance x Genesis x Not allowed","Favorite Songs","Favorite","QZK6H2364631","42FQ6SWMnzb6QAVEuTBTiO"
"Cece's Interlude","Drake","Thank Me Later (Int'l Version)","Favorite Songs","Favorite","USCM51000259","147TR5QZzxTnnwqltaRi4N"
"Golden Brown","The Stranglers","Peaches: The Very Best of the Stranglers","Favorite Songs","Favorite","GBAYE8100053","2SmWEZD6RIMcsDHFmO4G0E"
"Swang","Rae Sremmurd","SremmLife 2 (Deluxe)","Favorite Songs","Favorite","USUM71603303","6mapJIPnQ23RTAevUoE0DL"
"Drama","Kasito","Drama","Favorite Songs","Favorite","QZK6P1969937","63qm0RhpGunkjBpT8fnHVv"
"Massive","Drake","Honestly, Nevermind","Favorite Songs","Favorite","USUG12204890","0oiv4E896TUTTeQU0cmIui"
"Lucid Dreams (feat. Lil Uzi Vert) - Remix","Juice WRLD","Goodbye & Good Riddance (Anniversary)","Favorite Songs","Favorite","USUG12100801","1jKlRcH7X78ps1yKBTWyUV"
"This Night Has Opened My Eyes - 2011 Remaster","The Smiths","Louder Than Bombs","Favorite Songs","Favorite","GBCAD1000139","2Yf0HjCklkx54C4wQzhvzH"
"Tell'em - Remix","WOLY!","Tell'em (Remix)","Favorite Songs","Favorite","QZPLS2212421","356VrFqdvp3SgemhqM2qfu"
"Freek-a-Leek","Petey Pablo","My Boo: R&B Dance","Favorite Songs","Favorite","USJI10300840","6sdEb8cPGq1P7GEVVgNUNQ"
"Club classics","Charli xcx","BRAT","Favorite Songs","Favorite","USAT22401342","0CySZwyRJ0vyUqtSjM9i2k"
"Hungry Hearts - Radio Edit","Nause","Hungry Hearts","Favorite Songs","Favorite","SEUM71200811","2KpqVE0AuyI3gGERKuWT6r"
"Vill ha dig","Freestyle","Guldkorn Den Kompletta Samlingen","Favorite Songs","Favorite","SEPQD9821050","1ecJdAizaDklfgCVtEUQsG"
"Nu kan du få mig så lätt","Håkan Hellström","Känn ingen sorg för mig Göteborg","Favorite Songs","Favorite","SEVBU0003020","2ENzbkJJShkj1d9mPKofQ9"
"Blessings - KETTAMA Remix","Calvin Harris","Blessings (KETTAMA Remix)","Favorite Songs","Favorite","GBARL2500993","4dBT9YgndxaNS0Fp1PSHZ0"
"What Once Was","Her's","What Once Was","Favorite Songs","Favorite","GBYEJ1100223","6aNwbCxOHhSSfD42CbZlQA"
"It Gets Better - Forever Mix","KETTAMA","It Gets Better (Forever Mix)","Favorite Songs","Favorite","USZXT2556641","1e2n2qovOIYRJZZm875RHo"
"Schemin (Get at Me)","French Montana","Gangster Party Chronicals, Vol. 18","Favorite Songs","Favorite","USAMB1220015","6EgOUrHNKQcsp3xz4ywEDD"
"PIMMIE'S DILEMMA","Pimmie","$ome $exy $ongs 4 U","Favorite Songs","Favorite","USLD91772026","3CY3zAjrxKVInh2Lq1QiRb"
"Duvet","bôa","Duvet","Favorite Songs","Favorite","USCGJ0659337","2QksEBgHuU55xEwAXkHoXl"
"Bunna Summa","BunnaB","Bunna Summa","Favorite Songs","Favorite","QZZ4J2500159","4OGAwFoXdtYTNitXb40ZVV"
"Middle","DJ Snake","Encore","Favorite Songs","Favorite","USUM71515784","0g5EKLgdKvNlln7TNqBByK"
"Throw Away","Future","Monster","Favorite Songs","Favorite","USSM11913507","2ML7vSeIZEmOCOiLUmz7Sv"
"Oh My Angel","Bertha Tilman","Rock and Roll For Kids","Favorite Songs","Favorite","US3DF1436633","1ICCylKhLKjq5zF6TtZUww"
"Yugoslavskiy Groove - Slowed + Reverb","Xodyl","Yugoslavskiy Groove (Slowed + Reverb)","Favorite Songs","Favorite","GX3HH2479997","43m1AxHLrKA6ALZQM6PJyM"
"ГЛАМУР","uniqe","GLAMOUR","Favorite Songs","Favorite","RUAGW2400566","4bt7RdJMUicjOED9A5Div1"
"Thanksgiving in Sacramento","Jon Brion","Lady Bird (Original Motion Picture Soundtrack)","Favorite Songs","Favorite","USLS51713009","5y6tawMZjDF9ztCmfWZYYd"
"No Broke Boys","Disco Lines","No Broke Boys","Favorite Songs","Favorite","USAT22504362","3cZajhyr8LmtPfHZ9296tj"
"Problem - A Cappella","Ariana Grande","Problem","Favorite Songs","Favorite","USUM72409757","4rKmu5d1xtcGDKktcq2E7c"
"Feel My Needs","WEISS","Feel My Needs","Favorite Songs","Favorite","GBJAJ1800497","7nionv2ijjqUlg9m5iWPTc"
"Namerakana","Lemtom","Fair Dinkum","Favorite Songs","Favorite","GBKQU2310703","62gLiMElkuUuH5qUarsNOj"
"Don't Worry Bout Me","Zara Larsson","Don't Worry Bout Me","Favorite Songs","Favorite","USSM11901360","507tQXutCPYNFkpOq8tmKF"
"What They Say","Zara Larsson","So Good","Favorite Songs","Favorite","USSM11701001","1TOiDnIY8HgPyDLSR08QXq"
"New York","Addison Rae","Addison","Favorite Songs","Favorite","USSM12501567","0Q9kIg9o8w1XKepXWmDUmT"
"VISION","UdieNnx","UDISTRUCT","Favorite Songs","Favorite","FR59R2595693","4gkFITdBI8imDCSrukDT6p"
"lipgloss x tears - inq remix","8liiam","lipgloss x tears (inq remix)","Favorite Songs","Favorite","MX2832552297","3tV0l9FGq44tk5ArDBw4dp"
"Sue me","Audrey Hobert","Bowling alley","Favorite Songs","Favorite","USRC12500621","3PlR5HViDAH2W6aFCYxqVP"
"La Mentira","Luis Miguel","Romance","Favorite Songs","Favorite","USWI19600105","3wogsSWyEEu5eVgLqUqySF"
"Пачка сигарет","Gruppa Viktor","Звезда по имени Cолнце","Favorite Songs","Favorite","FR6V82468432","6qUemhoD4ftrdD4VbsarRB"
"I Love You","Fontaines D.C.","I Love You","Favorite Songs","Favorite","USBQU2100093","5sWxjNIEShZQHxAOjhzA9n"
"Bb at the Disco! (Dance Mix)","DJ BB","Bb at the Disco! (Dance Mix)","Favorite Songs","Favorite","TCAGQ2211220","6zPzmfGdtr4c5KKeV0ZPYW"
"Suga Suga","Baby Bash","Suga Suga","Favorite Songs","Favorite","USUR10300765","0F5pCWESvge1PwZF425IRg"
"AKAI - Slowed","UdieNnx","UDIXSTATE","Favorite Songs","Favorite","FRX452513653","4Td5Zqi4XzkMdesiBJRZTh"
"Tusen spänn","Tjuvjakt","Tusen spänn","Favorite Songs","Favorite","SEYQH2501501","01RdEXps15f3VmQMV6OuTM"
"Two Weeks","Grizzly Bear","Veckatimest","Favorite Songs","Favorite","GBBPW0900065","04uR2cdkgiaLIzebPcs25m"
"Midnight City","M83","Hurry up, We're Dreaming","Favorite Songs","Favorite","GB55H1100002","6GyFP1nfCDB8lbD2bG0Hq9"
"Track 10","Charli xcx","Pop 2","Favorite Songs","Favorite","GBAHS1701208","4t9PBD27dndlf6YMBK2ROc"
"Allt Ja Sagt","Y4ska","Allt Ja Sagt","Favorite Songs","Favorite","SEPQA2500076","0wTMnyphTnhWvs92czXhL2"
"Sunshine (feat. Fousheé)","Steve Lacy","Sunshine (feat. Fousheé)","Favorite Songs","Favorite","USRC12202291","0mRbKcvmbbUtfFyfeFHCJa"
"DoYaLike","Captain Clutch","Take Me Serious (Complete Edition)","Favorite Songs","Favorite","QZES72325579","2FE68r1P7ieRhkSazM4Oug"
"Ekko","GOLF","Ekko","Favorite Songs","Favorite","USA2P2518041","1KtiKEGGrhnNqGN7Hc84qb"
"TYRANT","Beyoncé","COWBOY CARTER","Favorite Songs","Favorite","USSM12402726","3NtCIBBz5pEAVGeHL4h5mS"
"Never Forget You","Zara Larsson","Post-Party Workout","Favorite Songs","Favorite","SEWEE1500801","6PdAyzpuYTBZjBZzZPMtFX"
"Fame is a Gun","Addison Rae","Fame is a Gun","Favorite Songs","Favorite","USSM12501572","1c2AFg2WpURtpsOTMr6ZBX"
"Play Hard (feat. Ne-Yo & Akon)","David Guetta","Nothing but the Beat (Ultimate Edition)","Favorite Songs","Favorite","GB28K1200052","5YPMEOJ58kfl56VHxTgwx3"
"Resonance - Midwest Emo Version","jacal","Resonance - Midwest Emo Version","Favorite Songs","Favorite","QT2VB2470694","5xAxenBKuSuaMYVHWjiFtj"
"Poetic","Seinabo Sey","Pretend","Favorite Songs","Favorite","SEUM71500418","2ihLzOOhbP7war6Zd2pLts"
"Pink + White","Frank Ocean","Blonde","Favorite Songs","Favorite","QZ5C81600003","3xKsf9qdS1CyvXSMEid6g8"
"Senaste tiden","Hov1","Jag önskar jag brydde mig mer... men det gör jag egentligen","Favorite Songs","Favorite","SE7N92400011","0CnWIVsJbeGyM5cg0MkiEf"
"Kom igen Lena!","Håkan Hellström","PS. lycka till i kväll","Favorite Songs","Favorite","SEVBU0200153","2D19UOIhKb56v29vCCdnFw"
